0 99.000000 99.000000
0 99.229508 98.806557
0 99.302839 98.785489
0 99.661442 98.548589
0 99.574405 98.479167
0 99.691617 98.380240
0 99.641791 98.498507
0 99.303725 98.369628
0 99.057637 98.083573
0 99.432133 97.864266
0 99.325137 97.997268
0 99.323370 97.747283
0 99.261097 97.731070
0 99.398438 97.942708
0 99.785714 97.773399
0 99.651054 98.042155
0 99.549654 98.110855
0 99.735160 98.166667
0 99.691974 98.169197
0 99.626068 98.326923
0 99.496855 98.079665
0 99.653608 98.226804
0 99.535270 98.298755
0 99.722110 98.401623
0 99.686992 98.526423
0 99.514228 98.506098
0 99.398020 98.809901
0 99.405354 98.917782
0 99.685767 98.868762
0 99.675000 98.603571
0 99.624329 98.262970
0 99.773852 98.340989
0 99.792388 98.373702
0 99.782468 98.485390
0 99.897152 98.575949
0 100.225505 98.402799
0 100.212864 98.549770
0 100.007463 98.564179
0 100.304933 98.258595
0 100.377219 98.028107
0 100.475912 98.037956
0 100.621429 98.104286
0 100.428973 98.098453
0 100.483240 98.075419
0 100.272977 97.794239
0 100.051389 97.790278
0 100.014966 97.715646
0 100.037344 97.665284
0 100.172176 97.694215
0 100.243869 97.602180
0 100.287049 97.433912
0 100.472260 97.389716
0 100.641811 97.142477
0 100.561608 97.238651
0 100.451488 97.184994
0 100.595391 97.234315
0 100.592640 96.973350
0 100.817945 96.994798
0 100.428202 97.269082
0 100.344388 97.301020
0 100.273885 97.090446
0 100.366162 96.893939
0 100.469489 97.018680
0 100.426783 97.300375
0 100.411548 96.936118
0 100.857143 97.129540
0 100.881773 97.296798
0 100.944307 97.334158
0 101.227446 97.670902
0 101.267857 97.812500
0 101.041667 97.674242
0 101.120253 97.573418
0 101.100000 97.582500
0 101.084682 97.373599
0 101.310474 97.455112
0 101.224845 97.650932
0 101.241895 97.531172
0 101.161728 97.443210
0 101.186522 97.351384
0 101.019070 97.318236
0 100.822830 97.272295
0 100.567727 97.134276
0 100.490741 97.033565
0 100.593496 97.110337
0 100.460465 97.062791
0 100.265046 97.175926
0 100.327982 97.308486
0 100.200225 97.211474
0 99.869516 97.215973
0 99.824581 97.175419
0 99.877996 97.287582
0 99.482533 97.151747
0 99.722345 96.913717
0 99.572057 96.718372
0 99.582618 96.707082
0 99.605573 96.505895
0 99.368365 96.339703
0 99.394200 96.440387
0 99.287107 96.379198
0 99.219697 96.370130
0 99.081720 96.420430
0 98.795962 96.461211
0 98.921776 96.590909
0 98.822718 96.749469
0 99.058762 96.442812
0 99.029167 96.604167
0 98.990536 96.525762
0 98.896834 96.658836
0 98.625381 96.454822
0 98.282609 96.410973
0 98.453125 96.589583
0 98.272633 96.545265
0 98.424084 96.400000
0 98.332301 96.494324
0 98.239437 96.325956
0 98.519481 96.497502
0 98.489736 96.464321
0 98.516288 96.489635
0 98.477656 96.736842
0 98.731683 96.849505
0 98.753953 96.669960
0 98.757605 96.898921
0 98.918468 97.086444
0 99.062924 97.203291
0 99.087954 97.298279
0 98.905804 97.440533
0 99.017013 97.549149
0 98.990403 97.512476
0 98.978074 97.705434
0 99.101242 97.828080
0 98.981185 97.567262
0 99.093001 97.453500
0 99.310108 97.810599
0 99.174303 97.683267
0 99.224172 97.503899
0 99.210732 97.345366
0 99.239234 97.443062
0 99.231954 97.641963
0 99.168582 97.867816
0 99.234733 97.790076
0 99.060377 98.071698
0 99.172512 98.233175
0 99.254581 98.181292
0 99.281310 98.017341
0 99.458698 98.003887
0 99.495136 98.112840
0 99.645472 98.059730
0 99.510048 97.930144
0 99.587560 97.745455
0 99.608277 97.911453
0 99.742439 98.002927
0 99.685990 98.052174
0 99.637597 97.958333
0 99.647683 98.097490
0 99.565891 98.263566
0 99.426372 98.520693
0 99.561165 98.800000
0 99.376840 98.741904
0 99.128780 98.540488
0 99.033301 98.425073
0 98.874391 98.438169
0 98.912796 98.678673
0 98.808795 98.426386
0 98.919771 98.549188
0 98.981766 98.682342
0 98.654143 98.544316
0 98.743714 98.516441
0 98.702087 98.355787
0 98.726336 98.480787
0 98.918738 98.741874
0 99.279092 98.999054
0 99.064299 98.971209
0 98.974952 98.925819
0 99.075526 98.905354
0 99.120077 98.724304
0 99.278049 98.532683
0 99.027478 98.837095
0 99.082111 98.841642
0 99.001921 98.795389
0 98.926174 98.603068
0 98.852349 98.354746
0 98.870906 98.457611
0 98.819688 98.388889
0 98.986193 98.49
